Date,Value
12/1/2019,10616.94043
1/1/2020,10627.87988
2/1/2020,9831.030273
3/1/2020,9311.919922
4/1/2020,9629.400391
5/1/2020,9831.490234
6/1/2020,10045.29981
7/1/2020,10005.90039
8/1/2020,10135.55957
9/1/2020,10187
10/1/2020,9587.150391
11/1/2020,10476.42969
12/1/2020,10703.50977
1/1/2021,10591.05957
2/1/2021,10522.21973
3/1/2021,11047.37012
4/1/2021,11022.33984
5/1/2021,11426.15039
6/1/2021,11942.71973
7/1/2021,12116.82031
8/1/2021,12411.11035
9/1/2021,11642.4502
10/1/2021,12108.16992
11/1/2021,12159.69043
12/1/2021,12875.66016
1/1/2022,12226.7002
2/1/2022,11986.78027
3/1/2022,12161.53027
4/1/2022,12128.75977
5/1/2022,11611.37988
6/1/2022,11550.2002
